"time","cm.car_x"
3.672,-0.127265
3.68,-0.127265
3.688,-0.127265
3.696,-0.127265
3.704,-0.127265
3.712,-0.127265
3.72,-0.127265
3.728,-0.127265
3.736,-0.127265
3.744,-0.127265
3.752,-0.127265
3.76,-0.127265
3.768,-0.127265
3.776,-0.127265
3.784,-0.127265
3.792,-0.127265
3.8,-0.127265
3.808,-0.127265
3.816,-0.127265
3.824,-0.127265
3.832,-0.127265
3.84,-0.127265
3.848,-0.127265
3.856,-0.127265
3.864,-0.127265
3.872,-0.127265
3.88,-0.127265
3.888,-0.127265
3.896,-0.127265
3.904,-0.127265
3.912,-0.127265
3.92,-0.127265
3.928,-0.127265
3.936,-0.127265
3.944,-0.127265
3.952,-0.127265
3.96,-0.127265
3.968,-0.127265
3.976,-0.127265
3.984,-0.127265
3.992,-0.127265
4,-0.127265
4,-0.127265
